dt,x,y,position,velocity,acceleration,jerk,heading
0.010000,8.711561,17.611444,9.526742,2.495266,-3.119627,6.003090,0.515061
0.010000,8.733069,17.623481,9.551389,2.464660,-3.060630,5.899708,0.505422
0.010000,8.754427,17.635167,9.575735,2.434632,-3.002797,5.783298,0.495815
0.010000,8.775637,17.646508,9.599787,2.405170,-2.946252,5.654508,0.486246
0.010000,8.796698,17.657513,9.623549,2.376258,-2.891112,5.513974,0.476718
0.010000,8.817610,17.668187,9.647028,2.347884,-2.837483,5.362968,0.467239
0.010000,8.838372,17.678540,9.670228,2.320029,-2.785466,5.201711,0.457812
0.010000,8.858985,17.688577,9.693155,2.292677,-2.735147,5.031855,0.448442
0.010000,8.879449,17.698305,9.715813,2.265811,-2.686611,4.853636,0.439134
0.010000,8.899762,17.707733,9.738207,2.239412,-2.639924,4.668677,0.429892
0.010000,8.919924,17.716865,9.760342,2.213461,-2.595147,4.477675,0.420721
0.010000,8.939936,17.725711,9.782221,2.187937,-2.552333,4.281411,0.411624
0.010000,8.959797,17.734275,9.803850,2.162822,-2.511519,4.081442,0.402605
0.010000,8.979505,17.742564,9.825231,2.138095,-2.472737,3.878181,0.393668
0.010000,8.999061,17.750585,9.846368,2.113735,-2.436005,3.673190,0.384816
0.010000,9.018465,17.758345,9.867265,2.089721,-2.401341,3.466432,0.376053
0.010000,9.037714,17.765849,9.887926,2.066034,-2.368740,3.260095,0.367381
0.010000,9.056809,17.773104,9.908352,2.042652,-2.338201,3.053839,0.358804
0.010000,9.075748,17.780116,9.928548,2.019555,-2.309711,2.849075,0.350324
0.010000,9.094531,17.786890,9.948515,1.996722,-2.283244,2.646682,0.341944
0.010000,9.113157,17.793432,9.968256,1.974135,-2.258776,2.446743,0.333666
0.010000,9.131624,17.799749,9.987774,1.951772,-2.236272,2.250474,0.325491
0.010000,9.149932,17.805846,10.007070,1.929615,-2.215690,2.058187,0.317423
0.010000,9.168079,17.811728,10.026146,1.907645,-2.196985,1.870439,0.309462
0.010000,9.186064,17.817400,10.045005,1.885844,-2.180109,1.687633,0.301611
0.010000,9.203885,17.822869,10.063647,1.864194,-2.165005,1.510378,0.293871
0.010000,9.221543,17.828139,10.082074,1.842678,-2.151614,1.339125,0.286242
0.010000,9.239033,17.833216,10.100286,1.821279,-2.139883,1.173132,0.278727
0.010000,9.256357,17.838104,10.118286,1.799982,-2.129740,1.014235,0.271325
0.010000,9.273511,17.842809,10.136074,1.778770,-2.121123,0.861719,0.264039
0.010000,9.290495,17.847335,10.153650,1.757631,-2.113970,0.715355,0.256868
0.010000,9.307306,17.851687,10.171016,1.736549,-2.108207,0.576267,0.249813
0.010000,9.323943,17.855871,10.188171,1.715511,-2.103771,0.443611,0.242875
0.010000,9.340405,17.859890,10.205116,1.694505,-2.100590,0.318055,0.236053
0.010000,9.356689,17.863749,10.221851,1.673519,-2.098602,0.198876,0.229348
0.010000,9.372794,17.867453,10.238376,1.652542,-2.097730,0.087139,0.222761
0.010000,9.388718,17.871006,10.254692,1.631562,-2.097917,-0.018649,0.216290
0.010000,9.404459,17.874412,10.270798,1.610572,-2.099093,-0.117609,0.209937
0.010000,9.420016,17.877676,10.286693,1.589560,-2.101190,-0.209742,0.203700
0.010000,9.435387,17.880802,10.302379,1.568518,-2.104155,-0.296484,0.197579
0.010000,9.450569,17.883794,10.317853,1.547439,-2.107915,-0.375966,0.191575
0.010000,9.465561,17.886656,10.333116,1.526315,-2.112416,-0.450169,0.185687
0.010000,9.480362,17.889392,10.348168,1.505139,-2.117602,-0.518618,0.179913
0.010000,9.494969,17.892006,10.363007,1.483905,-2.123413,-0.581062,0.174254
